Invoice ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City - Branch,Day of Week,Month,Rating Category
139-20-0155,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37,Credit card,7.0,Mandalay - B,Thursday,January,6-8
394-55-6384,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25,13:38,Cash,6.7,Naypyitaw - C,Friday,January,6-8
280-17-4359,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,13:48,Cash,8.1,Naypyitaw - C,Friday,January,8-10
283-79-9594,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,Credit card,5.2,Mandalay - B,Friday,January,4-6
307-83-9164,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,4.5,Yangon - A,Friday,January,4-6
856-66-2701,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,2019-01-25,14:19,Ewallet,7.5,Yangon - A,Friday,January,6-8
288-38-3758,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2019-01-25,18:30,Ewallet,7.4,Naypyitaw - C,Friday,January,6-8
824-88-3614,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00,Ewallet,5.7,Naypyitaw - C,Friday,January,4-6
888-02-0338,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:24,Ewallet,5.9,Yangon - A,Friday,January,4-6
191-10-6171,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,2019-01-25,13:18,Cash,7.5,Mandalay - B,Friday,January,6-8
145-94-9061,Normal,Male,Food and beverages,88.36,5,22.09,463.89,2019-01-25,19:48,Cash,9.6,Mandalay - B,Friday,January,8-10
261-12-8671,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39,Credit card,4.9,Mandalay - B,Friday,January,4-6
569-71-4390,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,14:29,Ewallet,6.9,Mandalay - B,Friday,January,6-8
268-03-6164,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28,Ewallet,7.8,Mandalay - B,Friday,January,6-8
778-71-5554,Normal,Male,Fashion accessories,15.43,1,0.7715,16.2015,2019-01-25,15:46,Credit card,6.1,Naypyitaw - C,Friday,January,6-8
340-21-9136,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40,Cash,9.7,Yangon - A,Friday,January,8-10
730-61-8757,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11,Credit card,4.0,Mandalay - B,Friday,January,4-6
843-73-4724,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,2019-01-25,11:05,Cash,9.2,Yangon - A,Friday,January,8-10
836-82-5858,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14,Ewallet,4.0,Mandalay - B,Saturday,January,4-6
834-61-8124,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22,Cash,5.5,Yangon - A,Saturday,January,4-6
308-39-1707,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,2019-01-26,18:19,Credit card,8.2,Yangon - A,Saturday,January,8-10
135-13-8269,Member,Female,Food and beverages,78.88,2,7.888,165.648,2019-01-26,16:04,Cash,9.1,Mandalay - B,Saturday,January,8-10
452-04-8808,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2019-01-26,15:17,Cash,5.5,Mandalay - B,Saturday,January,4-6
794-42-3736,Normal,Male,Food and beverages,33.33,2,3.333,69.993,2019-01-26,14:41,Credit card,6.4,Mandalay - B,Saturday,January,6-8
176-78-1170,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,2019-01-26,15:11,Ewallet,7.3,Naypyitaw - C,Saturday,January,6-8
896-34-0956,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,2019-01-26,12:43,Cash,5.9,Yangon - A,Saturday,January,4-6
847-38-7188,Normal,Female,Food and beverages,96.68,3,14.502,304.542,2019-01-26,19:56,Ewallet,6.4,Mandalay - B,Saturday,January,6-8
225-32-0908,Normal,Female,Sports and travel,44.86,10,22.43,471.03,2019-01-26,19:54,Ewallet,8.2,Naypyitaw - C,Saturday,January,8-10
881-41-7302,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,2019-01-26,10:06,Credit card,4.5,Naypyitaw - C,Saturday,January,4-6
258-69-7810,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,2019-01-26,18:53,Cash,9.2,Naypyitaw - C,Saturday,January,8-10
289-65-5721,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28,Cash,6.5,Mandalay - B,Saturday,January,6-8
539-21-7227,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,17:45,Cash,4.2,Mandalay - B,Saturday,January,4-6
316-55-4634,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45,Credit card,9.4,Mandalay - B,Saturday,January,8-10
641-43-2399,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23,Ewallet,5.7,Mandalay - B,Saturday,January,4-6
173-82-9529,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51,Cash,9.7,Mandalay - B,Saturday,January,8-10
534-01-4457,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,14:36,Credit card,8.0,Yangon - A,Sunday,January,8-10
613-59-9758,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28,Cash,5.4,Naypyitaw - C,Sunday,January,4-6
595-27-4851,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,18:05,Ewallet,9.3,Yangon - A,Sunday,January,8-10
862-59-8517,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,11:17,Cash,6.2,Naypyitaw - C,Sunday,January,6-8
633-91-1052,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51,Cash,5.1,Yangon - A,Sunday,January,4-6
869-11-3082,Member,Male,Health and beauty,96.16,4,19.232,403.872,2019-01-27,20:03,Credit card,8.4,Mandalay - B,Sunday,January,8-10
325-90-8763,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,13:58,Cash,7.6,Naypyitaw - C,Sunday,January,6-8
585-90-0249,Member,Male,Electronic accessories,73.26,1,3.663,76.923,2019-01-27,18:08,Ewallet,9.7,Yangon - A,Sunday,January,8-10
624-01-8356,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2019-01-27,10:44,Credit card,4.2,Mandalay - B,Sunday,January,4-6
788-07-8452,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,17:38,Ewallet,9.4,Naypyitaw - C,Sunday,January,8-10
394-41-0748,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55,Ewallet,9.5,Naypyitaw - C,Sunday,January,8-10
620-02-2046,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,19:48,Ewallet,9.0,Naypyitaw - C,Sunday,January,8-10
123-19-1176,Normal,Male,Health and beauty,58.22,8,23.288,489.048,2019-01-27,20:30,Ewallet,8.4,Yangon - A,Sunday,January,8-10
870-54-3162,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,2019-01-27,13:26,Cash,9.0,Yangon - A,Sunday,January,8-10
865-41-9075,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,2019-01-28,17:35,Cash,8.1,Yangon - A,Monday,January,8-10
544-55-9589,Member,Female,Electronic accessories,21.43,10,10.715,225.015,2019-01-28,11:51,Cash,6.2,Mandalay - B,Monday,January,6-8
243-47-2663,Member,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,16:43,Credit card,5.5,Naypyitaw - C,Monday,January,4-6
390-80-5128,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,17:58,Credit card,9.5,Mandalay - B,Monday,January,8-10
342-65-4817,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,16:47,Ewallet,9.9,Naypyitaw - C,Monday,January,8-10
699-88-1972,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2019-01-28,17:47,Credit card,4.2,Mandalay - B,Monday,January,4-6
149-71-6266,Normal,Male,Sports and travel,78.07,9,35.1315,737.7615,2019-01-28,12:43,Cash,4.5,Mandalay - B,Monday,January,4-6
372-26-1506,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,19:24,Ewallet,5.4,Naypyitaw - C,Monday,January,4-6
400-89-4171,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,13:05,Cash,9.3,Naypyitaw - C,Monday,January,8-10
593-65-1552,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50,Credit card,5.9,Naypyitaw - C,Monday,January,4-6
222-42-0244,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,13:53,Credit card,7.7,Mandalay - B,Monday,January,6-8
211-30-9270,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,4.9,Naypyitaw - C,Monday,January,4-6
726-29-6793,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,20:54,Ewallet,9.8,Yangon - A,Monday,January,8-10
430-53-4718,Member,Male,Health and beauty,75.37,8,30.148,633.108,2019-01-28,15:46,Credit card,8.4,Mandalay - B,Monday,January,8-10
606-80-4905,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01,Credit card,6.8,Naypyitaw - C,Tuesday,January,6-8
382-25-8917,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25,Cash,8.9,Naypyitaw - C,Tuesday,January,8-10
569-76-2760,Member,Female,Sports and travel,22.01,4,4.402,92.442,2019-01-29,18:15,Credit card,6.6,Yangon - A,Tuesday,January,6-8
816-72-8853,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,2019-01-29,15:48,Cash,5.9,Yangon - A,Tuesday,January,4-6
746-94-0204,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,11:56,Credit card,7.4,Yangon - A,Tuesday,January,6-8
575-67-1508,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26,Ewallet,6.7,Yangon - A,Tuesday,January,6-8
800-09-8606,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,19:45,Cash,6.6,Yangon - A,Tuesday,January,6-8
862-17-9201,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,10:48,Credit card,7.7,Mandalay - B,Tuesday,January,6-8
110-48-7033,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,Cash,9.0,Mandalay - B,Tuesday,January,8-10
233-67-5758,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,2019-01-29,13:46,Ewallet,6.2,Naypyitaw - C,Tuesday,January,6-8
343-61-3544,Member,Male,Sports and travel,26.67,10,13.335,280.035,2019-01-29,11:48,Cash,8.6,Mandalay - B,Tuesday,January,8-10
137-63-5492,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,14:26,Ewallet,9.0,Naypyitaw - C,Tuesday,January,8-10
687-15-1097,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17,Cash,9.7,Naypyitaw - C,Thursday,January,8-10
249-42-3782,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36,Ewallet,5.5,Yangon - A,Thursday,January,4-6
501-61-1753,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,2019-01-03,20:24,Ewallet,9.8,Mandalay - B,Thursday,January,8-10
749-24-1565,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02,Ewallet,7.9,Yangon - A,Thursday,January,6-8
875-31-8302,Normal,Male,Sports and travel,93.38,1,4.669,98.049,2019-01-03,13:07,Cash,9.6,Mandalay - B,Thursday,January,8-10
422-29-8786,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47,Credit card,9.1,Yangon - A,Thursday,January,8-10
552-44-5977,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,19:08,Credit card,6.2,Mandalay - B,Thursday,January,6-8
343-87-0864,Member,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03,10:30,Credit card,7.1,Naypyitaw - C,Thursday,January,6-8
283-26-5248,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,20:23,Ewallet,4.5,Naypyitaw - C,Wednesday,January,4-6
134-54-4720,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,2019-01-30,13:58,Ewallet,5.7,Mandalay - B,Wednesday,January,4-6
182-69-8360,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32,Credit card,4.0,Mandalay - B,Wednesday,January,4-6
423-80-0988,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,19:42,Ewallet,6.5,Naypyitaw - C,Wednesday,January,6-8
664-14-2882,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,2019-01-30,14:43,Credit card,5.8,Naypyitaw - C,Wednesday,January,4-6
804-38-3935,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2019-01-30,11:32,Credit card,5.9,Yangon - A,Wednesday,January,4-6
862-29-5914,Normal,Female,Sports and travel,22.38,1,1.119,23.499,2019-01-30,17:08,Credit card,8.6,Naypyitaw - C,Wednesday,January,8-10
556-72-8512,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,20:47,Cash,4.3,Naypyitaw - C,Wednesday,January,4-6
416-13-5917,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24,Ewallet,9.3,Naypyitaw - C,Wednesday,January,8-10
286-75-7818,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,19:48,Credit card,6.9,Mandalay - B,Thursday,January,6-8
532-59-7201,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04,Cash,5.5,Mandalay - B,Thursday,January,4-6
583-72-1480,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24,Ewallet,9.7,Naypyitaw - C,Thursday,January,8-10
525-09-8450,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2019-01-31,15:12,Credit card,4.2,Mandalay - B,Thursday,January,4-6
525-88-7307,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19,Cash,5.8,Mandalay - B,Thursday,January,4-6
239-36-3640,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44,Ewallet,6.1,Mandalay - B,Thursday,January,6-8
226-71-3580,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,Cash,9.5,Naypyitaw - C,Thursday,January,8-10
457-94-0464,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,20:32,Ewallet,5.6,Mandalay - B,Thursday,January,4-6
834-45-5519,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,2019-01-31,20:48,Ewallet,7.6,Mandalay - B,Thursday,January,6-8
366-93-0948,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46,Credit card,9.7,Yangon - A,Thursday,January,8-10
187-83-5490,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,13:47,Cash,4.7,Yangon - A,Thursday,January,4-6
189-55-2313,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,10:33,Ewallet,6.0,Naypyitaw - C,Thursday,January,6-8
735-32-9839,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,10:36,Ewallet,8.5,Naypyitaw - C,Thursday,January,8-10
522-57-8364,Member,Male,Fashion accessories,51.34,8,20.536,431.256,2019-01-31,10:00,Ewallet,7.6,Yangon - A,Thursday,January,6-8
132-23-6451,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21,Cash,7.8,Yangon - A,Friday,January,6-8
725-32-9708,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01,Cash,4.1,Mandalay - B,Friday,January,4-6
672-51-8681,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,18:19,Credit card,9.7,Naypyitaw - C,Friday,January,8-10
279-74-2924,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,19:40,Cash,6.1,Mandalay - B,Friday,January,6-8
656-16-1063,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,13:24,Credit card,4.4,Mandalay - B,Friday,January,4-6
731-14-2199,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,Ewallet,7.0,Yangon - A,Friday,January,6-8
750-67-8428,Normal,Male,Health and beauty,74.69,7,26.1415,548.9715,2019-01-05,13:08,Ewallet,9.1,Yangon - A,Saturday,January,8-10
841-18-8232,Normal,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,20:40,Credit card,9.2,Mandalay - B,Saturday,January,8-10
339-12-4827,Member,Female,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,11:32,Credit card,5.0,Mandalay - B,Saturday,January,4-6
209-61-0206,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,17:29,Ewallet,6.1,Yangon - A,Saturday,January,6-8
628-34-3388,Normal,Male,Fashion accessories,27.38,6,8.214,172.494,2019-01-05,20:54,Credit card,7.9,Naypyitaw - C,Saturday,January,6-8
573-98-8548,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,12:40,Ewallet,9.1,Naypyitaw - C,Saturday,January,8-10
843-01-4703,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50,Credit card,9.6,Mandalay - B,Saturday,January,8-10
217-58-1179,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25,Cash,4.2,Yangon - A,Saturday,January,4-6
801-88-0346,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,20:30,Credit card,9.8,Naypyitaw - C,Saturday,January,8-10
144-51-6085,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05,Credit card,4.4,Yangon - A,Saturday,January,4-6
489-82-1237,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,2019-01-05,11:51,Credit card,7.3,Yangon - A,Saturday,January,6-8
433-08-7822,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,2019-01-05,19:48,Ewallet,7.5,Naypyitaw - C,Saturday,January,6-8
826-58-8051,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,19:46,Ewallet,4.3,Mandalay - B,Sunday,January,4-6
852-82-2749,Normal,Male,Sports and travel,64.59,4,12.918,271.278,2019-01-06,13:35,Ewallet,9.3,Yangon - A,Sunday,January,8-10
704-11-6354,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23,Cash,8.9,Yangon - A,Sunday,January,8-10
393-65-2792,Normal,Male,Food and beverages,89.48,10,44.74,939.54,2019-01-06,12:46,Credit card,9.6,Naypyitaw - C,Sunday,January,8-10
490-29-1201,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,Cash,6.5,Yangon - A,Sunday,January,6-8
729-06-2010,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,2019-01-06,11:18,Cash,9.2,Mandalay - B,Sunday,January,8-10
834-25-9262,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12,Cash,9.1,Naypyitaw - C,Sunday,January,8-10
846-10-0341,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,2019-01-06,11:51,Cash,6.8,Yangon - A,Sunday,January,6-8
662-72-2873,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58,Ewallet,9.9,Yangon - A,Sunday,January,8-10
541-48-8554,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,12:08,Credit card,6.0,Yangon - A,Monday,January,6-8
390-31-6381,Normal,Male,Food and beverages,27.22,3,4.083,85.743,2019-01-07,12:37,Cash,7.3,Naypyitaw - C,Monday,January,6-8
126-54-1082,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,Credit card,8.8,Yangon - A,Monday,January,8-10
232-16-2483,Normal,Male,Sports and travel,68.12,1,3.406,71.526,2019-01-07,12:28,Ewallet,6.8,Naypyitaw - C,Monday,January,6-8
526-86-8552,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,Cash,7.1,Naypyitaw - C,Monday,January,6-8
566-19-5475,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52,Cash,6.2,Mandalay - B,Monday,January,6-8
889-04-9723,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20,Credit card,7.8,Mandalay - B,Monday,January,6-8
109-28-2512,Normal,Female,Fashion accessories,97.61,6,29.283,614.943,2019-01-07,15:01,Ewallet,9.9,Mandalay - B,Monday,January,8-10
799-71-1548,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11,Credit card,8.8,Yangon - A,Monday,January,8-10
674-15-9296,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,13:05,Ewallet,5.0,Yangon - A,Tuesday,January,4-6
124-31-1458,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,2019-01-08,14:30,Cash,6.6,Yangon - A,Tuesday,January,6-8
845-94-6841,Member,Female,Food and beverages,72.88,9,32.796,688.716,2019-01-08,19:38,Cash,4.0,Naypyitaw - C,Tuesday,January,4-6
571-94-0759,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55,Cash,9.5,Mandalay - B,Tuesday,January,8-10
387-49-4215,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,12:50,Cash,6.7,Mandalay - B,Tuesday,January,6-8
192-98-7397,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,14:11,Ewallet,9.5,Naypyitaw - C,Tuesday,January,8-10
490-95-0021,Member,Female,Food and beverages,33.21,10,16.605,348.705,2019-01-08,14:25,Ewallet,6.0,Mandalay - B,Tuesday,January,6-8
750-57-9686,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48,Credit card,8.7,Naypyitaw - C,Tuesday,January,8-10
840-76-5966,Member,Male,Sports and travel,12.76,2,1.276,26.796,2019-01-08,18:06,Ewallet,7.8,Yangon - A,Tuesday,January,6-8
631-34-1880,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,2019-01-08,19:09,Credit card,4.3,Naypyitaw - C,Tuesday,January,4-6
442-44-6497,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,2019-01-08,11:42,Credit card,5.9,Naypyitaw - C,Tuesday,January,4-6
767-97-4650,Member,Female,Sports and travel,64.83,2,6.483,136.143,2019-01-08,11:59,Credit card,8.0,Mandalay - B,Tuesday,January,8-10
457-13-1708,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,19:07,Credit card,5.2,Mandalay - B,Tuesday,January,4-6
257-60-7754,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,2019-01-08,17:12,Cash,9.0,Yangon - A,Tuesday,January,8-10
241-96-5076,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,12:58,Credit card,6.4,Mandalay - B,Tuesday,January,6-8
189-08-9157,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,2019-01-08,16:17,Credit card,5.9,Naypyitaw - C,Tuesday,January,4-6
663-86-9076,Member,Female,Food and beverages,68.54,8,27.416,575.736,2019-01-08,15:57,Ewallet,8.5,Naypyitaw - C,Tuesday,January,8-10
484-22-8230,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,20:08,Cash,4.5,Naypyitaw - C,Tuesday,January,4-6
370-96-0655,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09,13:46,Ewallet,7.1,Naypyitaw - C,Wednesday,January,6-8
305-89-2768,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,2019-01-09,18:43,Ewallet,4.7,Mandalay - B,Wednesday,January,4-6
554-42-2417,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45,Cash,5.2,Naypyitaw - C,Wednesday,January,4-6
867-47-1948,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,2019-01-09,12:07,Cash,7.8,Naypyitaw - C,Wednesday,January,6-8
263-10-3913,Member,Male,Fashion accessories,49.04,9,22.068,463.428,2019-01-09,14:20,Credit card,8.6,Naypyitaw - C,Wednesday,January,8-10
288-62-1085,Member,Male,Fashion accessories,38.54,5,9.635,202.335,2019-01-09,13:34,Ewallet,5.6,Yangon - A,Wednesday,January,4-6
189-40-5216,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,2019-01-09,11:40,Cash,6.0,Naypyitaw - C,Wednesday,January,6-8
343-75-9322,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34,Cash,4.1,Mandalay - B,Wednesday,January,4-6
443-82-0585,Member,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,19:54,Cash,8.4,Yangon - A,Friday,February,8-10
870-76-1733,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08,Credit card,4.4,Yangon - A,Friday,February,4-6
105-31-1824,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10,Credit card,8.5,Yangon - A,Friday,February,8-10
237-01-6122,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2019-02-01,20:31,Credit card,9.5,Naypyitaw - C,Friday,February,8-10
358-88-9262,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,18:43,Ewallet,5.1,Naypyitaw - C,Friday,February,4-6
551-21-3069,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,2019-02-01,11:27,Cash,4.9,Naypyitaw - C,Friday,February,4-6
448-34-8700,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10,13:51,Ewallet,6.7,Mandalay - B,Sunday,February,6-8
400-60-7251,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50,Ewallet,9.9,Yangon - A,Sunday,February,8-10
196-01-2849,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,13:56,Cash,9.5,Naypyitaw - C,Sunday,February,8-10
162-48-8011,Normal,Female,Food and beverages,44.59,5,11.1475,234.0975,2019-02-10,15:10,Cash,8.5,Yangon - A,Sunday,February,8-10
227-07-4446,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,4.4,Naypyitaw - C,Sunday,February,4-6
669-54-1719,Normal,Male,Electronic accessories,18.93,6,5.679,119.259,2019-02-10,12:45,Credit card,8.1,Mandalay - B,Sunday,February,8-10
559-98-9873,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,12:56,Ewallet,5.2,Yangon - A,Sunday,February,4-6
695-51-0018,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2019-02-10,18:36,Cash,7.4,Mandalay - B,Sunday,February,6-8
838-78-4295,Normal,Female,Health and beauty,33.47,2,3.347,70.287,2019-02-10,15:43,Ewallet,6.7,Naypyitaw - C,Sunday,February,6-8
685-64-1609,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,12:28,Ewallet,9.2,Yangon - A,Sunday,February,8-10
378-07-7001,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23,Credit card,7.8,Mandalay - B,Sunday,February,6-8
